subject,session,experiment_phase,event,trial_index,sync_time,orient_time,trial_time,time_to_respond,log_num,log_time
SC000,0,STUDY2,ENCODING_SHORT,94,329174490.899212,329174523.749049,329176498.05390495,1388.614380499348,0,329177.9123634295
SC000,0,STUDY2,ENCODING_SHORT,95,329180916.889777,329180936.712451,329182925.003811,1545.1992670423351,0,329184.48191171803
SC000,0,STUDY2,ENCODING_SHORT,96,329187482.042747,329187508.939629,329189502.209791,1370.7573845167644,0,329190.87969701353
SC000,0,STUDY2,ENCODING_SHORT,97,329193885.289205,329193904.921775,329195897.41871303,2044.994134514127,0,329197.9499159095
SC000,0,STUDY2,ENCODING_SHORT,98,329200950.13992304,329200979.36781603,329202967.27407503,2264.8318000137806,0,329205.244199616
SC000,0,STUDY2,ENCODING_SHORT,99,329208249.958658,329208269.65422004,329210262.932196,1316.1823164555244,0,329211.5858365365
SC000,0,STUDY2,ENCODING_SHORT,100,329214586.342879,329214618.38435704,329216608.054073,1599.626384966541,0,329218.218010742
SC000,0,STUDY2,ENCODING_SHORT,101,329221218.198025,329221258.666471,329223235.578211,1517.5045779906213,0,329224.776171049
SC000,0,STUDY2,ENCODING_SHORT,102,329227776.584509,329227803.83157,329229795.408857,1568.588137452025,0,329231.3724197075
SC000,0,STUDY2,ENCODING_SHORT,103,329234372.866759,329234401.429254,329236394.639436,2199.504368531052,0,329238.6009336225
SC000,0,STUDY2,ENCODING_SHORT,104,329241601.08935905,329241628.215663,329243616.48174,1631.1100434977561,0,329245.2593257065
SC000,0,STUDY2,ENCODING_SHORT,105,329248259.80286103,329248297.40444905,329250270.492096,1532.4932744842954,0,329251.8298977235
SC000,0,STUDY2,ENCODING_SHORT,106,329254835.662468,329254855.201509,329256851.094833,2023.6628085258417,0,329258.87886431755
SC000,0,STUDY2,ENCODING_SHORT,107,329261883.81094605,329261903.28491896,329263892.311108,1362.8058499889448,0,329265.266090769
SC000,0,STUDY2,ENCODING_SHORT,108,329268273.362373,329268293.435212,329270281.17947,1896.551935991738,0,329272.189987148
SC000,0,STUDY2,ENCODING_SHORT,109,329275190.407999,329275218.763946,329277206.893271,1361.725696013309,0,329278.580489642
SC000,0,STUDY2,ENCODING_SHORT,110,329281585.401293,329281605.316574,329283595.117553,1711.7957755108364,0,329285.3171123495
SC000,0,STUDY2,ENCODING_SHORT,111,329288317.52467704,329288351.244703,329290322.865082,2329.2440384975635,0,329292.6804887415
SC000,0,STUDY2,ENCODING_SHORT,112,329295680.593085,329295710.458897,329297704.40460396,1752.4775805068202,0,329299.4629364775
SC000,0,STUDY2,ENCODING_SHORT,113,329302467.879579,329302489.73970497,329304480.759131,1052.7447069762275,0,329305.54248441197
SC000,0,STUDY2,ENCODING_SHORT,114,329308543.016071,329308582.724683,329310558.466406,1249.3769235443324,0,329311.83210160653
SC000,0,STUDY2,ENCODING_SHORT,115,329314832.385575,329314871.693474,329316845.299261,1496.4169039740227,0,329318.368110378
SC000,0,STUDY2,ENCODING_SHORT,116,329321368.50188,329321396.993666,329323384.984031,1076.7124234698713,0,329324.4737060895
SC000,0,STUDY2,ENCODING_SHORT,117,329327478.905546,329327498.53961796,329329489.028328,2525.9242040337995,0,329332.024463822
SC000,0,STUDY2,ENCODING_SHORT,118,329335024.566936,329335052.113299,329337045.837114,1321.2302854517475,0,329338.3733435845
SC000,0,STUDY2,ENCODING_SHORT,119,329341373.605958,329341414.85063803,329343386.538458,1301.062935963273,0,329344.715913574
SC000,0,STUDY2,ENCODING_SHORT,120,329347722.639471,329347742.429847,329349736.27222496,1829.1464045178145,0,329351.57157625153
SC000,0,STUDY2,ENCODING_SHORT,121,329354571.92101204,329354601.74487,329356595.550717,1485.8780629583634,0,329358.087622933
SC000,0,STUDY2,ENCODING_SHORT,122,329361094.23525006,329361114.300925,329363103.30572003,1798.1268094736151,0,329364.91242773447
SC000,0,STUDY2,ENCODING_SHORT,123,329367916.67092496,329367935.992909,329369949.82324195,1888.5971480049193,0,329371.824590057
SC000,0,STUDY2,ENCODING_SHORT,124,329374829.477298,329374849.21563596,329376840.500824,1417.6787320175208,0,329378.266894368
SC000,0,STUDY2,ENCODING_SHORT,125,329381267.43817204,329381308.156494,329383279.92670804,1435.6233340222389,0,329384.743779828
SC000,0,STUDY2,ENCODING_SHORT,126,329387749.10361195,329387768.778056,329389762.195216,1271.7937809647992,0,329391.040571837
SC000,0,STUDY2,ENCODING_SHORT,127,329394046.89818704,329394067.077904,329396055.405562,1141.3527245167643,0,329397.2084306285
SC000,0,STUDY2,ENCODING_SHORT,128,329400208.79845697,329400235.845281,329402227.717703,2136.9124205084518,0,329404.3727577015
SC000,0,STUDY2,ENCODING_SHORT,129,329407373.23483205,329407413.05676997,329409384.538514,1607.1560570271686,0,329411.020212827
SC000,0,STUDY2,ENCODING_SHORT,130,329414020.412908,329414051.955147,329416027.462964,1493.96837601671,0,329417.545923523
SC000,0,STUDY2,ENCODING_SHORT,131,329420552.058146,329420573.64579,329422567.801543,1504.8323080409318,0,329424.07847809803
SC000,0,STUDY2,ENCODING_SHORT,132,329427078.67467505,329427115.5603,329429089.934605,2070.6013554590754,0,329431.18616165547
SC000,0,STUDY2,ENCODING_SHORT,133,329434186.56393504,329434223.82692605,329436195.218331,2891.4368084515445,0,329439.1152637345
SC000,0,STUDY2,ENCODING_SHORT,134,329442120.88575804,329442140.48209196,329444128.656712,2921.1907560238615,0,329447.061672848
SC000,0,STUDY2,ENCODING_SHORT,135,329450061.965746,329450090.071563,329452078.83229,1260.810516483616,0,329453.3508820795
SC000,0,STUDY2,ENCODING_SHORT,136,329456351.184453,329456380.881001,329458369.614325,2155.651564942673,0,329460.53653256595
SC000,0,STUDY2,ENCODING_SHORT,137,329463537.078329,329463567.075267,329465555.385354,1594.4184134714305,0,329467.1614936805
SC000,0,STUDY2,ENCODING_SHORT,138,329470166.348295,329470186.11868304,329472175.405133,2003.5347020020708,0,329474.189653385
SC000,0,STUDY2,ENCODING_SHORT,139,329477190.274889,329477228.911583,329479206.143035,1669.9994254740886,0,329480.8989110085
SC000,0,STUDY2,ENCODING_SHORT,140,329483899.219234,329483938.81868196,329485913.592551,1051.2032570550218,0,329486.99002193904
SC000,0,STUDY2,ENCODING_SHORT,141,329489990.53972,329490028.939176,329492000.44804996,1346.7296260059811,0,329493.375668802
SC000,0,STUDY2,ENCODING_SHORT,142,329496381.575099,329496403.767895,329498391.878788,1233.9096670038998,0,329499.637677562
SC000,0,STUDY2,ENCODING_SHORT,143,329502638.530779,329502680.286147,329504652.226175,1727.0219050114974,0,329506.407308052
SC000,0,STUDY2,ENCODING_SHORT,144,329509407.530806,329509434.456595,329511430.616444,1337.2048115124926,0,329512.7716614065
SC000,0,STUDY2,ENCODING_SHORT,145,329515771.92575,329515799.25492597,329517787.528518,1895.3669685288332,0,329519.6946218945
SC000,0,STUDY2,ENCODING_SHORT,146,329522694.911351,329522724.11432,329524717.776167,1473.8781090127304,0,329526.197992429
SC000,0,STUDY2,ENCODING_SHORT,147,329529202.431602,329529223.79119,329531211.157826,1094.7786720353179,0,329532.31856986205
SC000,0,STUDY2,ENCODING_SHORT,148,329535318.812993,329535345.99097604,329537334.57050896,1169.8773119715042,0,329538.515868288
SC000,0,STUDY2,ENCODING_SHORT,149,329541516.750294,329541554.91198,329543526.74712604,1181.446301518008,0,329544.7363582815
SC000,0,STUDY2,ENCODING_SHORT,150,329547741.806697,329547761.49879503,329549756.019672,1521.0739419562742,0,329551.28257273696
SC000,0,STUDY2,ENCODING_SHORT,151,329554282.770394,329554323.643803,329556295.31832695,1682.175786991138,0,329558.00581959
SC000,0,STUDY2,ENCODING_SHORT,152,329561012.637617,329561032.69268996,329563029.82359004,1225.612775539048,0,329564.2583054655
SC000,0,STUDY2,ENCODING_SHORT,153,329567264.08145905,329567283.936485,329569275.39640003,922.5645219557919,0,329570.20650100696
SC000,0,STUDY2,ENCODING_SHORT,154,329573212.221929,329573232.035146,329575225.75997,1850.3535960335284,0,329577.082388742
SC000,0,STUDY2,ENCODING_SHORT,155,329580082.78302205,329580113.12604004,329582100.749217,1401.749807933811,0,329583.51487584796
SC000,0,STUDY2,ENCODING_SHORT,156,329586520.166745,329586539.112987,329588533.571705,1255.3274185047485,0,329589.7944404055
SC000,0,STUDY2,ENCODING_SHORT,157,329592795.165676,329592834.434228,329594807.181848,1551.8944294890389,0,329596.3863286575
SC000,0,STUDY2,ENCODING_SHORT,158,329599386.83256,329599427.253526,329601398.539696,1127.0603809971362,0,329602.554313907
SC000,0,STUDY2,ENCODING_SHORT,159,329605560.069715,329605579.574972,329607571.811427,1172.998339519836,0,329608.7525733115
SC000,0,STUDY2,ENCODING_SHORT,160,329611757.936177,329611777.441345,329613771.369202,2439.6480615250766,0,329616.2170894065
SC000,0,STUDY2,ENCODING_SHORT,161,329619223.853276,329619244.12154,329621235.195282,1152.1879165084101,0,329622.3963094565
SC000,0,STUDY2,ENCODING_SHORT,162,329625397.114944,329625437.277503,329627408.49370396,1324.9504794948734,0,329628.7622279825
SC000,0,STUDY2,ENCODING_SHORT,163,329631762.35657203,329631794.810573,329633782.94593,1421.961494954303,0,329635.21677206794
SC000,0,STUDY2,ENCODING_SHORT,164,329638216.983667,329638244.89183503,329640235.285449,1342.8221114445478,0,329641.5877139465
SC000,0,STUDY2,ENCODING_SHORT,165,329644588.143906,329644615.640733,329646606.52807796,431.9813000620343,0,329647.04762203305
SC000,0,STUDY2,ENCODING_SHORT,166,329650047.940624,329650076.70761096,329652070.35432,1395.5773354973644,0,329653.4722849465
SC000,0,STUDY2,ENCODING_SHORT,167,329656472.927558,329656501.30215997,329658489.775258,1406.4523124834523,0,329659.90775447246
SC000,0,STUDY2,ENCODING_SHORT,168,329662908.070096,329662938.015829,329664926.33095,1044.7740274830721,0,329665.9827898565
SC000,0,STUDY2,ENCODING_SHORT,169,329668991.91208,329669013.425913,329671006.919768,1306.1203880351968,0,329672.31954630103
SC000,0,STUDY2,ENCODING_SHORT,170,329675326.053303,329675345.766311,329677337.49579704,1318.6801125411876,0,329678.6644464235
SC000,0,STUDY2,ENCODING_SHORT,171,329681664.72210395,329681744.949773,329683683.232759,2049.0147480159067,0,329685.793964521
SC000,0,STUDY2,ENCODING_SHORT,172,329688799.03561205,329688818.931333,329690808.48017704,1493.883102433756,0,329692.31281443546
SC000,0,STUDY2,ENCODING_SHORT,173,329695313.085961,329695343.808432,329697332.021572,1132.696237997152,0,329698.47650467
SC000,0,STUDY2,ENCODING_SHORT,174,329701481.268528,329701500.527655,329703488.959345,1546.8279169872403,0,329705.047355572
SC000,0,STUDY2,ENCODING_SHORT,175,329708047.758832,329708074.82471603,329710068.275032,1104.1183294728398,0,329711.1789430455
SC000,0,STUDY2,ENCODING_SHORT,176,329714179.535996,329714220.85792696,329716195.87456304,1221.4731285348535,0,329717.4423310555
SC000,0,STUDY2,ENCODING_SHORT,177,329720442.611481,329720483.564934,329722456.63393104,1077.4133724626154,0,329723.56097830646
SC000,0,STUDY2,ENCODING_SHORT,178,329726561.34919,329726592.388714,329728585.60096896,1050.3243135171942,0,329729.64271302754
SC000,0,STUDY2,ENCODING_SHORT,179,329732647.933866,329732667.76622,329734656.02688104,1227.0247870474122,0,329735.89479100704
SC000,0,STUDY2,ENCODING_SHORT,180,329738895.48222804,329738937.959785,329740909.47031003,1161.5569940186106,0,329742.099516779
SC000,0,STUDY2,ENCODING_SHORT,181,329745105.83622605,329745127.467602,329747116.87728304,1480.9393070172518,0,329748.60840690904
SC000,0,STUDY2,ENCODING_SHORT,182,329751613.371725,329751632.676637,329753625.509096,1399.6018635225482,0,329755.0322785005
SC000,0,STUDY2,ENCODING_SHORT,183,329758039.17351997,329758060.517378,329760048.553787,1190.714595548343,0,329761.2512319735
SC000,0,STUDY2,ENCODING_SHORT,184,329764251.517793,329764278.696159,329766267.112506,1248.370339977555,0,329767.527066499
SC000,0,STUDY2,ENCODING_SHORT,185,329770527.752994,329770567.315152,329772538.35352105,1825.536649033893,0,329774.392851801
SC000,0,STUDY2,ENCODING_SHORT,186,329777400.239477,329777420.108045,329779409.419282,1483.4580274764448,0,329780.90356607246
SC000,0,STUDY2,ENCODING_SHORT,187,329783908.94576204,329783928.52479595,329785916.962027,1463.7999615515582,0,329787.39232475753
SC000,0,STUDY2,ENCODING_SHORT,188,329790392.974653,329790431.558493,329792405.58407396,1124.8595240176655,0,329793.556418017
SC000,0,STUDY2,ENCODING_SHORT,189,329796557.03385794,329796587.31625605,329798576.849117,1847.7631119894795,0,329800.435079368
SC000,0,STUDY2,ENCODING_SHORT,190,329803440.39642197,329803459.825633,329805509.00734097,1325.9696225286461,0,329806.7857952555
SC000,0,STUDY2,ENCODING_SHORT,191,329809792.13493997,329809812.005279,329811800.792782,1386.5421505179256,0,329813.1985474295
SC000,0,STUDY2,ENCODING_SHORT,192,329816198.96316695,329816228.880669,329818206.332552,1115.3213990619406,0,329819.34420206805
SC000,0,STUDY2,ENCODING_SHORT,193,329822344.842942,329822374.423882,329824362.727937,987.0654324768111,0,329825.36148931447
SC000,0,STUDY2,ENCODING_SHORT,194,329828362.138461,329828403.674991,329830374.88765997,1073.09477601666,0,329831.476769767
SC000,0,STUDY2,ENCODING_SHORT,195,329834477.174039,329834506.909581,329836495.155597,1296.5305905090645,0,329837.8034401715
SC000,0,STUDY2,ENCODING_SHORT,196,329840808.739776,329840829.625029,329842827.410899,2088.791656482499,0,329844.9184166855
SC000,0,STUDY2,ENCODING_SHORT,197,329847922.943775,329847942.83290595,329849934.51303697,799.7686995076947,0,329850.7426016055
SC000,0,STUDY2,ENCODING_SHORT,198,329853749.221707,329853769.303239,329855760.76494503,1148.786919482518,0,329856.9180901585
SC000,0,STUDY2,ENCODING_SHORT,199,329859924.07941103,329859943.47694397,329861931.885419,1723.741217982024,0,329863.667218162
SC000,0,STUDY2,ENCODING_SHORT,200,329866667.733294,329866695.280631,329868686.618702,1044.9686899664812,0,329869.740249321
SC000,0,STUDY2,ENCODING_SHORT,201,329872747.568913,329872768.36453795,329874756.222188,1498.8927035592496,0,329876.26725724153
SC000,0,STUDY2,ENCODING_SHORT,202,329879272.912724,329879292.769606,329881287.507487,1983.963972539641,0,329883.27673357853
SC000,0,STUDY2,ENCODING_SHORT,203,329886277.00436497,329886309.93956697,329888298.461985,1320.8073584828526,0,329889.6307469255
SC000,0,STUDY2,ENCODING_SHORT,204,329892631.140901,329892660.914441,329894648.88064,1450.4301765118726,0,329896.1113446175
SC000,0,STUDY2,ENCODING_SHORT,205,329899111.836867,329899139.20288604,329901134.17420405,2155.5284130154178,0,329903.29473129904
SC000,0,STUDY2,ENCODING_SHORT,206,329906295.085179,329906322.904742,329908314.44642,1546.8031690688804,0,329909.86970791104
SC000,0,STUDY2,ENCODING_SHORT,207,329912875.58633703,329912895.08995295,329914889.604323,1305.964853032492,0,329916.201054806
SC000,0,STUDY2,ENCODING_SHORT,208,329919201.578388,329919233.54924,329921221.92573696,2016.1357705364935,0,329923.2496850105
SC000,0,STUDY2,ENCODING_SHORT,209,329926255.8473,329926275.314953,329928264.96042,2573.877143964637,0,329930.84919209697
SC000,0,STUDY2,ENCODING_SHORT,210,329933849.87261003,329933877.69939697,329935858.725428,2139.7230445290916,0,329938.0174224415
SC000,0,STUDY2,ENCODING_SHORT,211,329941022.619745,329941042.22574496,329943032.07691604,951.2487435131334,0,329943.9934744885
SC000,0,STUDY2,ENCODING_SHORT,212,329946994.065206,329947033.961542,329949005.383068,899.3017305037938,0,329949.9332632725
SC000,0,STUDY2,ENCODING_SHORT,213,329952938.84946203,329952958.05344105,329954953.587989,1368.6236729845405,0,329956.326677114
SC000,0,STUDY2,ENCODING_SHORT,214,329959331.207723,329959350.550654,329961342.39342904,1966.3952180417255,0,329963.31694587204
SC000,0,STUDY2,ENCODING_SHORT,215,329966321.917822,329966341.365824,329968332.270028,1532.6922310050577,0,329969.874058055
SC000,0,TEST,RETRIEVAL_SHORT,0,330367126.180074,330367168.223712,330369135.003388,2527.9527669772506,0,330371.696176479
SC000,0,TEST,RETRIEVAL_LONG,1,330374696.417616,330374734.847069,330376716.776099,2672.2651534946635,0,330379.4071122225
SC000,0,TEST,RETRIEVAL_SHORT,2,330382414.761096,330382434.87738496,330384424.458705,1876.1743024806492,0,330386.31105168746
SC000,0,TEST,RETRIEVAL_LONG,3,330389311.202807,330389341.361803,330391329.771089,1526.2443809770048,0,330392.867606184
SC000,0,TEST,RETRIEVAL_SHORT,4,330395872.361076,330395891.70821196,330397880.999017,2168.2960169855505,0,330400.06000422896
SC000,0,TEST,NEW_NOUN,5,330403060.608494,330403100.16093504,330405076.14363104,2078.340545471292,0,330407.1785014805
SC000,0,TEST,RETRIEVAL_LONG,6,330410178.606162,330410209.17866904,330412198.834842,1953.7331844912842,0,330414.1629118535
SC000,0,TEST,RETRIEVAL_LONG,7,330417163.403522,330417200.208051,330419171.72171897,1763.4571454836987,0,330420.9636651965
SC000,0,TEST,RETRIEVAL_SHORT,8,330423963.80523205,330424003.665291,330425976.802135,3530.979656963609,0,330429.53464494797
SC000,0,TEST,RETRIEVAL_LONG,9,330432541.57197106,330432561.760628,330434550.04651296,1698.1266004731879,0,330436.2598872285
SC000,0,TEST,NEW_NOUN,10,330439265.947017,330439285.386105,330441269.055855,1522.7969145053066,0,330442.8081830195
SC000,0,TEST,RETRIEVAL_LONG,11,330445808.716514,330445837.62873304,330447817.167091,1282.0398419862613,0,330449.119668575
SC000,0,TEST,RETRIEVAL_SHORT,12,330452119.938973,330452149.932941,330454139.91043097,1430.0985434674658,0,330455.5800314845
SC000,0,TEST,RETRIEVAL_LONG,13,330458584.31798595,330458603.59113795,330460593.234896,1770.521799044218,0,330462.374112937
SC000,0,TEST,RETRIEVAL_SHORT,14,330465374.61346,330465416.236139,330467387.634486,1610.6201689690351,0,330469.026856308
SC000,0,TEST,RETRIEVAL_SHORT,15,330472027.05601203,330472095.155994,330474033.390923,1247.8760635131039,0,330475.3430320575
SC000,0,TEST,RETRIEVAL_LONG,16,330478343.559038,330478384.116635,330480357.55432004,1410.349601006601,0,330481.794466236
SC000,0,TEST,RETRIEVAL_SHORT,17,330484794.63484,330484821.532163,330486812.064023,2952.1522714640014,0,330489.7736844345
SC000,0,TEST,RETRIEVAL_LONG,18,330492774.210507,330492797.040346,330494786.266973,2627.664238505531,0,330497.4247045845
SC000,0,TEST,NEW_NOUN,19,330500425.132115,330500453.193678,330502441.419809,1553.8326149689965,0,330504.00702629297
SC000,0,TEST,RETRIEVAL_LONG,20,330507007.622327,330507037.95195997,330509027.882014,1062.233077478595,0,330510.1001850375
SC000,0,TEST,NEW_NOUN,21,330513100.416573,330513141.112746,330515174.828905,1369.811873533763,0,330516.5109246195
SC000,0,TEST,RETRIEVAL_LONG,22,330519511.35114497,330519543.844351,330521532.046079,2732.9734814702533,0,330524.2768178325
SC000,0,TEST,NEW_NOUN,23,330527281.849076,330527301.153878,330529289.474119,2198.052609572187,0,330531.49920648756
SC000,0,TEST,NEW_NOUN,24,330534499.356877,330534538.018889,330536511.232538,2544.061098480597,0,330539.0820799875
SC000,0,TEST,RETRIEVAL_SHORT,25,330542082.177006,330542109.283571,330544097.651657,2489.4511654856615,0,330546.5987347365
SC000,0,TEST,RETRIEVAL_LONG,26,330549599.145763,330549631.225998,330551619.315934,1601.7092385445721,0,330553.23293523653
SC000,0,TEST,RETRIEVAL_LONG,27,330556233.07728,330556271.492523,330558244.292956,1412.8836004529148,0,330559.6843761235
SC000,0,TEST,NEW_NOUN,28,330562691.515247,330562711.122773,330564705.353434,2905.254396959208,0,330567.61637716996
SC000,0,TEST,RETRIEVAL_SHORT,29,330570621.645071,330570641.463104,330572632.950449,1367.2920595272444,0,330574.0087551635
SC000,0,TEST,RETRIEVAL_LONG,30,330577013.129236,330577032.864903,330579016.692311,1045.177626016084,0,330580.078042529
SC000,0,TEST,NEW_NOUN,31,330583082.872855,330583102.475025,330585095.57444,1355.8698249980807,0,330586.45834485
SC000,0,TEST,RETRIEVAL_SHORT,32,330589458.688631,330589498.320422,330591473.733365,1360.7108959695324,0,330592.859031318
